electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,federal_state,commissioning_date,decommissioning_date,voltage_level,eeg_id,dso,dso_id,tso
1.2,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA58,7.851427971,51.20728928,Plettenberg,5962052,58840.0,,Nordrhein-Westfalen,1921-01-01,,medium voltage,,Enervie Vernetzt GmbH,10007117.0,Amprion
0.04,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,11.99646836,48.99106475,Sinzing,9375199,93161.0,,Brandenburg,1921-01-01,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.06,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21M,12.4663824,47.71900735,Unterwössen,9189160,83246.0,,Brandenburg,1921-01-01,,low voltage,,Elektrizitätswerk Oberwössen e.G.,10001215.0,TenneT
1.27,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE213,12.09973948,47.83165448,Rosenheim,9163000,83026.0,,Brandenburg,1921-01-01,,medium voltage,,Stadtwerke Rosenheim Netze GmbH,10001087.0,TenneT
0.0075,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE134,8.26805247,48.20793927,,8317051,78132.0,,Baden-Württemberg,1921-03-23,,low voltage,,EGT Energie GmbH,10001370.0,TransnetBW
4.8,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE71,DE719,8.831426248,50.1532075,Maintal,6435019,63477.0,,Hamburg,1921-07-01,,medium voltage,,EAM Netz GmbH,10003990.0,TenneT
2.6,Renewable energy,Hydro,,Run-of-river,TenneT,DE9,DE91,DE91C,9.680465242,51.40902929999999,Hann. Münden,3159017,34346.0,,Niedersachsen,1921-07-01,,medium voltage,,EAM Netz GmbH,10003990.0,TenneT
0.0075,Renewable energy,Hydro,,Run-of-river,Amprion,DEB,DEB2,DEB24,6.914524413,50.19291605,Strotzbüsch,7233071,54552.0,,Rheinland-Pfalz,1921-09-24,,low voltage,,Westnetz GmbH,10003764.0,Amprion
0.82,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE12,DE12B,8.865143832,48.94267403,Mühlacker,8236040,75417.0,,Baden-Württemberg,1921-11-30,,medium voltage,,Netze BW GmbH,10000843.0,TransnetBW
0.006,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE225,13.51754911,48.75563542,,9272141,94133.0,,Brandenburg,1921-12-31,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.015,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21B,11.75839354,48.36804822,,9178124,85356.0,,Brandenburg,1922-01-01,,low voltage,,E-Werk Schweiger OHG,10000572.0,TenneT
0.08,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE136,8.265635179,48.13365934,Triberg,8317011,78098.0,,Baden-Württemberg,1922-01-01,,low voltage,,EGT Energie GmbH,10001370.0,TransnetBW
3.9,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE24,DE245,10.98327768,49.87071422,Strullendorf,9471195,96129.0,,Brandenburg,1922-01-01,,medium voltage / high voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.05328,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE218,11.86968976,48.19896525,Ottenhofen,9177134,85570.0,,Brandenburg,1922-01-01,,low voltage,,SEW Stromversorgungs-GmbH,10001422.0,TenneT
0.09,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21F,11.8752162,47.68777194,Schliersee,9182131,83727.0,,Brandenburg,1922-01-02,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.004,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21M,12.73916845,48.04629928,,9189152,84529.0,,Brandenburg,1922-02-22,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.023,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21K,12.25205592,47.83960321,,9187167,83083.0,,Brandenburg,1922-10-09,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.058,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE14,DE149,9.232972611,48.00973752,Krauchenwies,8437065,72505.0,,Baden-Württemberg,1922-12-31,,medium voltage,,Gemeindewerke Krauchenwies,10001603.0,TransnetBW
0.018,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE14,DE149,9.232972611,48.00973752,,8437065,72505.0,,Baden-Württemberg,1922-12-31,,low voltage,,Gemeindewerke Krauchenwies,10001603.0,TransnetBW
1.1,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE214,12.65680709,48.2718973,Winhöring,9171137,84543.0,,Brandenburg,1923-01-01,,medium voltage,,Kommunale Energienetze Inn-Salzach GmbH & Co. KG,10003402.0,TenneT
0.078,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE237,12.20832962,49.74057443,Störnstein,9374158,92721.0,,Brandenburg,1923-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.144,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA57,8.489557662,51.32473583,Olsberg,5958036,59939.0,,Nordrhein-Westfalen,1923-01-01,,medium voltage,,Westnetz GmbH,10003764.0,Amprion
0.352,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA57,8.489557662,51.32473583,Olsberg,5958036,59939.0,,Nordrhein-Westfalen,1923-01-01,,medium voltage,,Westnetz GmbH,10003764.0,Amprion
0.21,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE12,DE12C,8.327378104,48.53607586,Baiersbronn,8237004,72270.0,,Baden-Württemberg,1923-01-01,,medium voltage,,Gemeindewerke Baiersbronn,10001510.0,TransnetBW
0.065,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.99321409,49.18804978,Arrach,9372113,93474.0,,Brandenburg,1923-01-01,,low voltage,,EW Geiger GmbH,10001115.0,TenneT
0.277,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.27933819,49.06631425,Zwiesel,9276148,94227.0,,Brandenburg,1923-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.12,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21A,11.91415344,48.30620879,Erding,9177117,85435.0,,Brandenburg,1923-01-15,,medium voltage,,SEW Stromversorgungs-GmbH,10001422.0,TenneT
0.2675,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE225,13.45512011,48.73298669,Fürsteneck,9272119,94142.0,,Brandenburg,1923-03-23,,medium voltage,,Elektrizitäts-Versorgungs-Genossenschaft Perlesreut e.G.,10001598.0,TenneT
0.6,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA59,7.887354509,51.11935882,Attendorn,5966004,57439.0,,Nordrhein-Westfalen,1923-04-10,,medium voltage,,BIGGE ENERGIE GmbH & Co. KG,10003897.0,Amprion
3.3,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA58,7.834675443,51.44715895,Menden,5962040,58708.0,,Nordrhein-Westfalen,1923-05-01,,medium voltage,,Stadtwerke Fröndenberg GmbH,10000490.0,Amprion
0.022,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE134,8.174117429,48.47519608,,8436018,77728.0,,Baden-Württemberg,1923-07-01,,low voltage,,Syna GmbH,10001495.0,TransnetBW
0.011,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21A,12.0594816,48.19415649,,9177123,84424.0,,Brandenburg,1923-12-27,,low voltage,,KWH Netz GmbH,10000978.0,TenneT
0.4,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21G,12.35555798,48.19560772,Aschau,9183113,84544.0,,Brandenburg,1924-01-01,,medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.5,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE71,DE71E,9.07728712,50.35913788,Ortenberg,6440019,63683.0,,Hamburg,1924-01-01,,medium voltage,,ovag Netz GmbH,10001836.0,TenneT
0.011,Renewable energy,Hydro,,Run-of-river,TenneT,DEA,DEA4,DEA47,8.683303786,51.82459377,,5774024,33161.0,,Nordrhein-Westfalen,1924-01-01,,low voltage,,Westfalen Weser Netz GmbH,10006808.0,TenneT
0.305,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE225,13.5985742,48.73273755,Waldkirchen,9272151,94065.0,,Brandenburg,1924-01-01,,medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
1.3,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA58,7.741328423,51.24540075,Werdohl,5962060,58791.0,,Nordrhein-Westfalen,1924-01-01,,medium voltage,,Enervie Vernetzt GmbH,10007117.0,Amprion
1.0,Renewable energy,Hydro,,Run-of-river,TenneT,DEA,DEA5,DEA57,8.849161414,51.44496732,Marsberg,5958024,34431.0,,Nordrhein-Westfalen,1924-01-01,,medium voltage,,Energie Waldeck-Frankenberg GmbH,10000523.0,TenneT
0.05,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE132,7.962248687,47.90916839,Oberried,8315084,79254.0,,Baden-Württemberg,1924-01-01,,low voltage,,bnNETZE GmbH,10003005.0,TransnetBW
0.11,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.68029684,48.57989069,Untergriesbach,9275153,94107.0,,Brandenburg,1924-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.06,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21C,11.22878963,48.17876881,Fürstenfeldbruck,9179121,82256.0,,Brandenburg,1924-01-02,,low voltage,,Stadtwerke Fürstenfeldbruck GmbH,10000514.0,TenneT
0.036,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21C,11.22878963,48.17876881,Fürstenfeldbruck,9179121,82256.0,,Brandenburg,1924-01-02,,low voltage,,Stadtwerke Fürstenfeldbruck GmbH,10000514.0,TenneT
0.018,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21K,12.19391784,48.0578138,,9187182,83512.0,,Brandenburg,1924-03-01,,low voltage,,Stadtwerke Wasserburg a. Inn,10000736.0,TenneT
0.25,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.55168484,48.60301401,Thyrnau,9275150,94136.0,,Brandenburg,1924-07-28,,medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.6,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE72,DE722,8.276875827,50.67411093,Herborn,6532012,35745.0,,Hamburg,1924-10-15,,medium voltage,,EAM Netz GmbH,10003990.0,TenneT
0.8,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE12,DE125,8.680745091,49.40346963,Heidelberg,8221000,69115.0,,Baden-Württemberg,1925-01-01,,medium voltage,,Stadtwerke Heidelberg Netze GmbH,10003223.0,TransnetBW
0.35,Renewable energy,Hydro,,Run-of-river,50Hertz,DED,DED4,DED43,12.94386732,51.18022644,Leisnig,14522310,4703.0,,Sachsen,1925-01-01,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,11.89776741,49.07524701,,9375162,93164.0,,Brandenburg,1925-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.46,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21K,12.13575641,47.62434921,Kiefersfelden,9187148,83088.0,,Brandenburg,1925-01-01,,medium voltage,,Gemeindewerke Oberaudorf,10001459.0,TenneT
0.75,Renewable energy,Hydro,,Run-of-river,50Hertz,DED,DED4,DED43,12.94386732,51.18022644,Leisnig,14522310,4703.0,,Sachsen,1925-01-01,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,12.28705125,48.87270144,,9375115,93089.0,,Brandenburg,1925-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.57,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,11.92542061,49.12206086,Duggendorf,9375131,93182.0,,Brandenburg,1925-01-01,,medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.024,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.76802277,48.62233302,,9275156,94110.0,,Brandenburg,1925-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.026,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE233,12.13162955,49.66818345,,9363000,92637.0,,Brandenburg,1925-01-01,,low voltage,,Stromnetz Weiden i. d. OPf. GmbH & Co. KG,10007081.0,TenneT
0.1,Renewable energy,Hydro,,Run-of-river,Amprion,DE7,DE72,DE723,8.069515036,50.38703972,Limburg a.d. Lahn,6533009,65549.0,,Hessen,1925-01-01,,low voltage / medium voltage,,Energieversorgung Limburg GmbH,10000557.0,Amprion
0.072,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE11,DE113,9.438571513,48.58482535,Owen,8116054,73277.0,,Baden-Württemberg,1925-01-01,,low voltage,,C. Ensinger GmbH & Co. KG,10001032.0,TransnetBW
0.0055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE24,DE24B,11.30863206,49.98666735,,9477164,96197.0,,Brandenburg,1925-07-25,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.85499264,49.30860992,Furth im Wald,9372126,93437.0,,Brandenburg,1926-01-01,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.232,Renewable energy,Hydro,,Run-of-river,50Hertz,DED,DED4,DED43,13.14387915,50.99049648,Striegistal,14522540,9661.0,,Sachsen,1926-01-01,,low voltage / medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.011,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE224,12.99673361,48.68845974,,9271141,94486.0,,Brandenburg,1926-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
1.2,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA58,7.741328423,51.24540075,Werdohl,5962060,58791.0,,Nordrhein-Westfalen,1926-01-01,,medium voltage,,Enervie Vernetzt GmbH,10007117.0,Amprion
0.26,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE72,DE722,8.167690681,50.62905936,Driedorf,6532007,35759.0,,Hamburg,1926-07-01,,low voltage,,EAM Netz GmbH,10003990.0,TenneT
0.23,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE72,DE722,8.167690681,50.62905936,Driedorf,6532007,35759.0,,Hamburg,1926-07-01,,low voltage,,EAM Netz GmbH,10003990.0,TenneT
0.0055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE24,DE24B,11.30863206,49.98666735,,9477164,96197.0,,Brandenburg,1926-09-14,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.064,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE12,DE12A,8.442702668,48.79476445,Bad Herrenalb,8235033,76332.0,,Baden-Württemberg,1927-01-01,,low voltage,,Stadtwerke Bad Herrenalb GmbH,10001726.0,TransnetBW
0.167,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE217,11.43887823,48.25896952,Dachau,9174115,85221.0,,Brandenburg,1927-03-01,,medium voltage,,Stadtwerke Dachau,10000755.0,TenneT
0.42,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE139,7.830680182,47.64507875,Schopfheim,8336081,79650.0,,Baden-Württemberg,1927-08-26,,low voltage / medium voltage,,ED Netze GmbH,10001411.0,TransnetBW
1.5,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA58,7.616881388,51.30921114,Nachrodt-Wiblingwerde,5962044,58769.0,,Nordrhein-Westfalen,1927-10-24,,medium voltage,,Stadtwerke Iserlohn GmbH,10001423.0,Amprion
0.904,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21K,12.08116072,47.73089207,Brannenburg,9187120,83098.0,,Brandenburg,1927-12-31,,medium voltage,,Wendelsteinbahn Verteilnetz GmbH,10001691.0,TenneT
0.045,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE134,8.26805247,48.20793927,Hornberg,8337076,78132.0,,Baden-Württemberg,1928-01-01,,medium voltage,,EGT Energie GmbH,10001370.0,TransnetBW
0.011,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE132,7.710831561,47.79929016,,8315007,79410.0,,Baden-Württemberg,1928-01-01,,low voltage,,ED Netze GmbH,10001411.0,TransnetBW
0.0185,Renewable energy,Hydro,,Run-of-river,Amprion,DEB,DEB2,DEB23,6.452817366,50.15035026,Nimsreuland,7232280,54614.0,,Rheinland-Pfalz,1928-01-01,,low voltage,,Westnetz GmbH,10003764.0,Amprion
0.037,Renewable energy,Hydro,,Run-of-river,Amprion,DEB,DEB2,DEB23,6.452817366,50.15035026,Nimsreuland,7232280,54614.0,,Rheinland-Pfalz,1928-01-01,,low voltage,,Westnetz GmbH,10003764.0,Amprion
0.06,Renewable energy,Hydro,,Run-of-river,TenneT,DE9,DE91,DE918,9.994202639,51.7098655,Northeim,3155011,37154.0,,Niedersachsen,1928-01-11,,medium voltage,,EAM Netz GmbH,10003990.0,TenneT
1.6,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA59,8.00203884,51.19939676,Finnentrop,5966012,57413.0,,Nordrhein-Westfalen,1928-08-07,,medium voltage,,BIGGE ENERGIE GmbH & Co. KG,10003897.0,Amprion
1.9,Renewable energy,Hydro,,Run-of-river,Amprion,DEB,DEB1,DEB14,7.740887838,49.78472421,Niederhausen,7133070,55585.0,,Rheinland-Pfalz,1929-01-01,,medium voltage,,Westnetz GmbH,10003764.0,Amprion
3.2,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE26,DE261,9.161747386,49.94854863,Aschaffenburg,9661000,63743.0,,Brandenburg,1929-01-01,,medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
4.68,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE11,DE117,9.164197612,49.10932345,Heilbronn,8121000,74081.0,,Baden-Württemberg,1929-01-01,,medium voltage,,NHF Netzgesellschaft Heilbronn-Franken mbH,10003031.0,TransnetBW
0.09,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA2,DEA2A,7.532673304,50.99269535,Gummersbach,5374012,51645.0,,Nordrhein-Westfalen,1929-01-01,,low voltage,,Rheinische NETZGesellschaft mbH,10001817.0,Amprion
1.545,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE14,DE142,9.009535427,48.53230001,Tübingen,8416041,72070.0,,Baden-Württemberg,1929-10-01,,medium voltage,,Stadtwerke Tübingen GmbH,10000434.0,TransnetBW
1.5,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE72,DE722,8.276875827,50.67411093,Herborn,6532012,35745.0,,Hamburg,1929-11-23,,medium voltage,,EAM Netz GmbH,10003990.0,TenneT
120.0,Renewable energy,Hydro,,Run-of-river,50Hertz,DED,DED2,DED21,13.62050034,51.06576192,Dresden,14612000,1156.0,,Sachsen,1929-11-27,,high voltage / extra high voltage,,ENSO NETZ GmbH,10001874.0,50Hertz
0.6,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA56,7.432639882,51.41343756,Herdecke,5954020,58313.0,,Nordrhein-Westfalen,1930-01-01,,medium voltage,,Westnetz GmbH,10003764.0,Amprion
0.09,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE136,8.265635179,48.13365934,Triberg,8317011,78098.0,,Baden-Württemberg,1930-01-01,,medium voltage,,EGT Energie GmbH,10001370.0,TransnetBW
0.09,Renewable energy,Hydro,,Run-of-river,TenneT,DE9,DE91,DE916,10.39641421,51.87814571,Goslar - Oker,3153017,38644.0,,Niedersachsen,1930-01-01,,medium voltage,,Harz Energie Netz GmbH,10002813.0,TenneT
2.3,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA2,DEA2A,7.532673304,50.99269535,Gummersbach,5374012,51645.0,,Nordrhein-Westfalen,1930-01-01,,medium voltage,,Rheinische NETZGesellschaft mbH,10001817.0,Amprion
0.0485,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE25,DE259,11.4936458,49.61120738,Hartenstein,9574129,91235.0,,Brandenburg,1930-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.08,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE134,8.26805247,48.20793927,Hornberg,8337076,78132.0,,Baden-Württemberg,1930-01-01,,low voltage,,EGT Energie GmbH,10001370.0,TransnetBW
1.5,Renewable energy,Hydro,,Run-of-river,Amprion,DEB,DEB1,DEB1A,7.805171598,50.31743121,Nassau,7141106,56377.0,,Rheinland-Pfalz,1930-07-01,,medium voltage,,Syna GmbH,10001495.0,Amprion
4.663,Renewable energy,Hydro,,Run-of-river,Amprion,DE1,DE12,DE128,8.988799424,49.46383904,Eberbach,8226013,69412.0,,Baden-Würtemberg,1931-01-01,,high voltage,,Syna GmbH,10001495.0,Amprion
0.16,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE72,DE722,8.167690681,50.62905936,Driedorf,6532007,35759.0,,Hamburg,1932-07-19,,low voltage / medium voltage,,EAM Netz GmbH,10003990.0,TenneT
0.33,Renewable energy,Hydro,,Run-of-river,TenneT,DE9,DE91,DE918,10.09869102,51.66014303,Katlenburg-Lindau - Elvershausen,3155007,37191.0,,Niedersachsen,1933-01-01,,low voltage,,Harz Energie Netz GmbH,10002813.0,TenneT
0.53,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,12.37455847,49.02423698,Wiesent,9375209,93109.0,,Brandenburg,1933-01-01,,medium voltage,,Elektrizitätswerk Wörth a.d. Donau Rupert Heider & Co. KG,10003233.0,TenneT
0.016,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.88469107,49.16267052,,9372137,93444.0,,Brandenburg,1934-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
4.88,Renewable energy,Hydro,,Run-of-river,TenneT,DE9,DE91,DE91C,10.44394708,51.65474893,Bad Lauterberg,3159003,37431.0,,Niedersachsen,1934-01-01,,medium voltage,,Harz Energie Netz GmbH,10002813.0,TenneT
0.033,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE24,DE248,11.06433166,49.72250583,Forchheim,9474126,91301.0,,Brandenburg,1934-01-01,,low voltage,,Stadtwerke Forchheim GmbH,10000591.0,TenneT
3.4,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE11,DE111,9.227455884,48.83603035,Stuttgart,8111000,70378.0,,Baden-Württemberg,1935-01-01,,medium voltage,,Stuttgart Netze GmbH,10012047.0,TransnetBW
4.125,Renewable energy,Hydro,,Run-of-river,Amprion,DE1,DE12,DE127,9.148729212,49.32109207,Neckarzimmern,8225067,74865.0,,Baden-Würtemberg,1935-01-01,,high voltage,,Syna GmbH,10001495.0,Amprion
0.18,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE136,8.180951021,48.15368179999999,Schonach,8317011,78136.0,,Baden-Württemberg,1935-01-01,,medium voltage,,EGT Energie GmbH,10001370.0,TransnetBW
4.359,Renewable energy,Hydro,,Run-of-river,Amprion,DE1,DE12,DE127,9.075527947,49.40896715,Neckargerach,8225064,69437.0,,Baden-Würtemberg,1935-01-01,,high voltage,,Syna GmbH,10001495.0,Amprion
0.032,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE2,DE27,DE27E,10.1928583,47.43944404,Balderschwang,9780113,87538.0,,Bayern,1935-01-01,,low voltage,,Elektrizitätsnetze Allgäu GmbH,10001685.0,TransnetBW
0.032,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE2,DE27,DE27A,9.782497315,47.609598,Sigmarszell,9776126,88138.0,,Bayern,1935-01-01,,medium voltage,,Elektrizitätsnetze Allgäu GmbH,10001685.0,TransnetBW
0.08,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE12,DE12A,8.722017111,48.53691241,Nagold,8235046,72202.0,,Baden-Württemberg,1936-01-01,,low voltage,,Netze BW GmbH,10000843.0,TransnetBW
0.0185,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE236,11.58344833,49.36214538,,9373140,92283.0,,Brandenburg,1936-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0075,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE14,DE146,9.835052863,47.98964597,,8426038,88436.0,,Baden-Württemberg,1936-01-01,,low voltage,,Netze BW GmbH,10000843.0,TransnetBW
0.0075,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE134,8.26805247,48.20793927,,8337076,78132.0,,Baden-Württemberg,1936-01-01,,low voltage,,EGT Energie GmbH,10001370.0,TransnetBW
0.015,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE23A,12.41052123,49.80548215,,9377112,95671.0,,Brandenburg,1936-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.048,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,11.99646836,48.99106475,Sinzing,9375199,93161.0,,Brandenburg,1936-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0295,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE134,8.26805247,48.20793927,,8337076,78132.0,,Baden-Württemberg,1936-01-01,,low voltage,,EGT Energie GmbH,10001370.0,TransnetBW
0.13,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE73,DE736,8.635277249,51.00474816,Battenberg (Eder),6635004,35088.0,,Hamburg,1936-01-01,,low voltage,,Energie Waldeck-Frankenberg GmbH,10000523.0,TenneT
